spp.names	lnCsize	lnMass
Romerolagus_diazi	5.28177875644133	6.14328394016816
Rooneyia_viejaensis	5.31145005779483	5.9427993751267
Rousettus_aegyptiacus	4.90945306830998	4.89783979995091
Saiga_tatarica	6.21794861464214	10.5383170887845
Saimiri_boliviensis	5.61186418597084	6.68392399123143
Sarcophilus_harrisii	5.59497948777118	9.01216378585813
Scalopus_aquaticus	4.80468677318355	4.46763077196603
Scapteromys_tumidus	4.80101141682727	4.98360662170834
Sciurus_vulgaris	5.26350826441819	5.80814248998044
Scotonycteris_zenkeri	4.49263516227193	3.05870707271538
Semnopithecus_entellus	6.19962262432596	9.44772523273266
Setonix_brachyurus	5.56863978195778	8.01554862579133
Sicista_concolor	4.26661308037725	2.18829594659192
Sigmodon_hispidus	4.77593994728908	4.70637206649706
Silvabestius_johnnilandi	6.11225196473629	10.757051454502
Simosthenurus_occidentalis	6.20392710137369	11.6784399034478
Smilodectes_gracilis	5.38583871141493	6.7093043402583
Smilodon_fatalis	6.39111377474198	12.326518798606
Sminthopsis_macroura	4.29733384389777	3.15955035878339
Smutsia_gigantea	5.90317215526628	10.4042537494982
Solenodon_paradoxus	5.16365925433085	6.80238365215147
Sorex_araneus	4.05647485630541	2.2170272046324
Spalacopus_cyanus	4.82378116913884	4.61373341664858
Speothos_pacivorus	6.01893042985489	8.75219258367824
Steatomys_pratensis	4.30578646671367	3.42034620050092
Sturnira_ludovici	4.39174336386293	3.04452243772342
Suncus_murinus	4.28792306241729	3.77872015811373
Sundamys_muelleri	4.93603417440676	5.87627813729886
Sundasciurus_juvencus	5.22042719564547	5.55682806169954
Sus_scrofa	6.22636691178441	11.3441699518801
Sylvilagus_bachmani	5.32704693004065	6.57162498389225
Tachyglossus_aculeatus	5.72494079505062	8.41182600906952
Tachyoryctes_splendens	4.994340286607	5.42552254078332
Tadarida_brasiliensis	4.07101273326795	2.53449014997683
Talpa_europaea	4.59970181959455	4.47198159174435
Tamandua_sp	5.80972549138249	8.47637119689598
Tamias_striatus	4.91283245305666	4.70953020131233
Taphozous_melanopogon	4.3814489631804	3.2577118486534
Tapirus_terrestris	6.55565035542141	12.0405883825973
Tarsipes_rostratus	4.20951348282046	2.26799364822443
Tarsius_tarsier	5.02115796638473	5.12420204630118
Tayassu_pecari	6.32310958015245	10.3671810019077
Tenrec_ecaudatus	4.96571942331877	6.78850992465879
Thalassocnus_natans	6.30281916125962	11.2252433925184
Theropithecus_gelada	6.22149847205915	9.67809835664852
Thryonomys_swinderianus	4.67211967506864	8.22973775994612
Thylacinus_cynocephalus	5.98536637910537	10.3089523273109
Thylacoleo_carnifex	6.25562136506877	11.5898865061064
Thylogale_stigmatica	5.61766954011834	8.41437832173939
Thyroptera_tricolor	3.98294722890355	1.50851199384414
Titanoides_primaevus	6.16090983116844	12.0554357850027
Tomopeas_ravus	3.8747573516071	1.09861228866811
Tragelaphus_scriptus	6.37831215563279	10.6747615296604
Trichechus_senegalensis	6.55646748262904	13.0258524770235
Trichosurus_vulpecula	5.48010423938771	7.89558124779165
Trinomys_iheringi	5.04510159292375	5.3953987041986
Trogosus_hillsii	6.01076673346027	9.06750872286864
Tupaia_belangeri	5.04534081582696	5.29831736654804
Tylomys_nudicaudus	4.79900997222021	5.20208175866721
Typotheriopsis_sp	6.19579071173191	8.83141981909013
Uintatherium_anceps	6.57126915162723	14.0386541092785
Urocitellus_columbianus	5.10949962756825	6.15473069736678
Urocyon_littoralis	5.80026146759361	7.56164174558878
Uromys_caudimaculatus	5.24646326708197	6.46835068744441
Uropsilus_gracilis	4.21029007594796	2.77258872223978
Ursus_arctos	6.66391428417168	12.1873357001932
Ustatochoerus_profectus	6.39346826911573	10.0858091093301
Vampyrum_spectrum	4.94136511127258	5.14522446041421
Vandeleuria_oleracea	4.28841718541422	2.30258509299405
Varecia_variegata	5.79105600217719	8.25582582987586
Vombatus_ursinus	6.00850113460945	10.1658518170036
Vulpes_lagopus	5.94023993458485	8.18433800537343
Wallabia_bicolor	5.92675966177021	9.61580214674546
Yalkaparidon_coheni	4.92266471787856	5.07517381523383
Zaglossus_bartoni	5.77936042233004	8.83655560047099
Zalophus_californianus	6.65149310889847	11.8291575300153
Zapus_hudsonius	4.34657154374148	2.91397977168173
Zenkerella_insignis	5.12963548274317	5.29831736654804
Zodiolestes_daimonedlixensis	5.82926867524265	8.51719319141624
Zygodontomys_brevicauda	4.54558778468664	3.95546556327098
Zygomaturus_trilobus	6.56171581829919	13.1223633774043
