spp.names	lnCsize	lnMass	lnMassSq
Desmathyus_sp	6.11124016051622	9.33176122718052	87.0817676011097
Desmodus_rotundus	4.58959673087523	3.50134433026709	12.2594121190935
Dichobune_leporina	5.63327180088308	8.79543080504002	77.3596030462469
Dicrostonyx_richardsoni	4.55491744053182	4.44265125649032	19.737150186795
Didelphis_virginiana	5.32119710853155	7.80060541416681	60.8494448275286
Dinomys_branickii	5.84552310305357	9.43348392329039	88.9906189309783
Diprotodon_optatum	6.59072612073369	14.8087623309746	219.299441775291
Distoechurus_pennatus	4.7218977241175	3.96537418092514	15.7241923947477
Dromiciops_gliroides	4.52890077157747	3.2188758248682	10.3611615759209
Dugong_dugon	6.63716324555886	12.594730635322	158.627239776317
Dymecodon_pilirostris	4.18637185857074	2.73825604315928	7.4980461578983
Echimys_chrysurus	4.94784022382013	6.41344256359036	41.1322455164725
Echinops_telfairi	4.44098733212536	5.02552390659001	25.2558905357077
Echymipera_kalubu	5.07772512576596	6.71557730692481	45.0989785652834
Ekaltadeta_ima	5.84676011008916	9.31470038730042	86.7636433051747
Elephas_maximus	7.35087789315863	15.0002376479292	225.007129494353
Eliurus_webbi	4.84487094186637	4.11300274404063	16.9167915724858
Ellobius_sp	4.6674903648544	3.68887945411394	13.6078316269839
Enaliarctos_sp	6.1682294364861	11.3144745262464	128.017333805078
Enhydra_lutris	6.31452978210897	10.2186971179442	104.42177078828
Eonycteris_robusta	4.72057961670685	4.36131359307634	19.0210562571525
Eptesicus_andinus	4.08085137561159	2.21920348405499	4.92486410364183
Equus_quagga	6.79997646963414	12.8992198260901	166.389872121796
Erethizon_dorsatum	5.92489478282204	8.91186155723278	79.4212764152835
Erinaceus_europaeus	4.92721167862913	6.65666225476097	44.3111523739594
Erophylla_bombifrons	4.40855288810494	2.78993736057439	7.78375047592882
Erythrocebus_patas	6.07038135237163	8.9829754230877	80.6938474517977
Eulemur_macaco	5.71809202688032	7.8121475035391	61.0296486170523
Euphractus_sexcinctus	5.62179373289492	8.46192569454776	71.6041864600476
Euryoryzomys_macconnelli	4.62653774007824	4.19705156041436	17.6152418007766
Eusmilus_bidentatus	5.89799941739521	10.4631033404715	109.476531513387
Eutypomys_thompsoni	5.24566489518595	6.3919171133926	40.8566043844812
Felis_lybica	5.87213669651157	8.42794221749148	71.0302100213752
Funambulus_pennantii	4.96841960752448	4.62976523284347	21.4347261112462
Furipterus_horrens	3.8346509632675	1.14740245283754	1.31653238877761
Galadi_speciosus	5.05444103047651	6.83410873881384	46.7050422539317
Galago_senegalensis	5.14060086741846	5.37156782828763	28.8537409338947
Galemys_pyrenaicus	4.66398882843157	4.09717388923226	16.7868338786066
Galidictis_fasciata	5.47775549111246	6.30990009624304	39.814839224568
Genetta_genetta	5.66993623057365	7.47089058044313	55.8142060649538
Geocapromys_ingrahami	5.22835006480856	6.59785486374165	43.5316888029993
Geomys_pinetis	4.97354706464745	5.3040508983958	28.1329559327733
Gerbilliscus_afra	4.798630236438	4.52320062312084	20.4593438770008
Gerbillus_gerbillus	4.53194444417892	3.29546642702991	10.8600989716813
Giraffa_camelopardalis	6.96151991379895	13.7795255235519	189.875323654219
Glis_glis	4.82670576117033	4.85273314184304	23.5490189459419
Glossophaga_soricina	4.23519012948175	2.29958058397375	5.28807086218904
Glossotherium_robustum	6.70235329641448	13.91383437402	193.59478698766
Glyphonycteris_sylvestris	4.28172424881916	2.18717424148272	4.7837311626055
Glyptodon_sp	6.32469302461328	13.6670105496458	186.78717736413
Gorilla_gorilla	6.60849494864479	11.6314992101556	135.291773875851
Graphiurus_nagtglasii	4.85047111730605	3.40119738166216	11.5681436290255
Gustafsonia_sp	5.55937697624927	7.72753511047545	59.7147988836308
Halitherium_schinzi	6.53340673324756	12.4292161968444	154.485415267899
Hapalemur_griseus	5.51080307881677	6.82001636467413	46.5126232144229
Hapalops_sp	5.99322010503426	10.7995755770928	116.630832645339
Heptodon_sp	6.05148987326351	10.0858091093301	101.723545389846
Herpestes_javanicus	5.4194806813888	6.62007320653036	43.8253692598211
Hesperocyon_gregarius	5.61620149190929	8.00636756765025	64.1019216283217
Heterocephalus_glaber	4.48392183616745	3.67275007218405	13.489093092728
Heteromys_desmarestianus	4.69045980419547	4.30406509320417	18.5249763265386
Hippopotamus_amphibius	6.86796089414613	14.244894255607	202.917012353425
Hipposideros_turpis	4.40175076059917	3.50585765220559	12.2910378775285
Homalodotherium_cunninghami	6.45349038067573	12.8992198260901	166.389872121796
Homo_sapiens	6.75563221534536	10.9774763220602	120.504986401392
Homotherium_serum	6.45850213432921	11.9183905730784	142.048033852444
Hoplomys_gymnurus	5.06092333283679	5.63984821536011	31.8078878923006
Hsunycteris_thomasi	4.22463047660202	1.95868534054404	3.83644826326211
Hydrochoerus_hydrochaeris	6.08950339101363	10.7819707003196	116.250892182551
Hydromys_chrysogaster	5.1792902464496	6.43962189972807	41.4687302114574
Hylobates_lar	6.06528638808235	8.62669492040116	74.4198652496752
Hylopetes_spadiceus	4.873212636154	4.77153172320332	22.7675149855356
Hypsiprymnodon_moschatus	5.25014767862897	6.28086389419926	39.4492512574559
Hyrachyus_modestus	6.10736452125079	11.5129254649702	132.54745276196
Hyracotherium_sp	5.72293992161747	9.27799902045	86.0812658234711
Hystrix_indica	5.50816275097681	9.56791690935737	91.5450339843668
Ignacius_graybullianus	5.02201447228197	5.53338948872752	30.6183992339602
Inia_geoffrensis	6.67272499964802	11.7070995027782	137.056178767949
Ischyromys_typus	5.32731887780792	7.08930153530834	50.2581962585252
Isoodon_macrourus	5.13280228824145	7.31705967425302	53.5393622765797
Isothrix_bistriata	5.2218579453201	6.09805181000363	37.1862358774885
Jaculus_jaculus	4.70996513872902	4.09100566095659	16.7363273179788
